,index,Series,Country,Year,Value
6699,PER,Corruption_Perception_Index,Peru,2018,35.0
6700,PHL,Corruption_Perception_Index,Philippines,2018,36.0
6701,IRN,Corruption_Perception_Index,Iran,2018,28.0
6702,RWA,Corruption_Perception_Index,Rwanda,2018,56.0
6703,LCA,Corruption_Perception_Index,Saint Lucia,2018,55.0
6704,VCT,Corruption_Perception_Index,Saint Vincent and the Grenadines,2018,58.0
6705,STP,Corruption_Perception_Index,Sao Tome and Principe,2018,46.0
6706,LBN,Corruption_Perception_Index,Lebanon,2018,28.0
6707,SEN,Corruption_Perception_Index,Senegal,2018,45.0
6708,SRB,Corruption_Perception_Index,Serbia,2018,39.0
6709,SLE,Corruption_Perception_Index,Sierra Leone,2018,30.0
6710,SLB,Corruption_Perception_Index,Solomon Islands,2018,44.0
6711,SOM,Corruption_Perception_Index,Somalia,2018,10.0
6712,ZAF,Corruption_Perception_Index,South Africa,2018,43.0
6713,SSD,Corruption_Perception_Index,South Sudan,2018,13.0
6714,LKA,Corruption_Perception_Index,Sri Lanka,2018,38.0
6715,SDN,Corruption_Perception_Index,Sudan,2018,16.0
6716,SUR,Corruption_Perception_Index,Suriname,2018,43.0
6717,IRQ,Corruption_Perception_Index,Iraq,2018,18.0
6718,TJK,Corruption_Perception_Index,Tajikistan,2018,25.0
6719,TZA,Corruption_Perception_Index,Tanzania,2018,36.0
6720,THA,Corruption_Perception_Index,Thailand,2018,36.0
6721,TLS,Corruption_Perception_Index,Timor-Leste,2018,35.0
6722,TGO,Corruption_Perception_Index,Togo,2018,30.0
6723,LBY,Corruption_Perception_Index,Libya,2018,17.0
6724,TUR,Corruption_Perception_Index,Türkiye,2018,41.0
6725,TKM,Corruption_Perception_Index,Turkmenistan,2018,20.0
6726,UGA,Corruption_Perception_Index,Uganda,2018,26.0
6727,UKR,Corruption_Perception_Index,Ukraine,2018,32.0
6728,YEM,Corruption_Perception_Index,Yemen,2018,14.0
6729,UZB,Corruption_Perception_Index,Uzbekistan,2018,23.0
6730,VUT,Corruption_Perception_Index,Vanuatu,2018,46.0
6731,VEN,Corruption_Perception_Index,Venezuela,2018,18.0
6732,VNM,Corruption_Perception_Index,Viet Nam,2018,33.0
6733,SYR,Corruption_Perception_Index,Syrian Arab Republic,2018,13.0
6734,ZMB,Corruption_Perception_Index,Zambia,2018,35.0
6735,ZWE,Corruption_Perception_Index,Zimbabwe,2018,22.0
6736,AGO,Gross_ODA_Germany (in US$),Angola,2018,4191201.0000000005
6737,ATG,Gross_ODA_Germany (in US$),Antigua and Barbuda,2018,15976.0
6738,BLZ,Gross_ODA_Germany (in US$),Belize,2018,27333.0
6739,BEN,Gross_ODA_Germany (in US$),Benin,2018,42104266.0
6740,BWA,Gross_ODA_Germany (in US$),Botswana,2018,669465.0
6741,BFA,Gross_ODA_Germany (in US$),Burkina Faso,2018,54392125.0
6742,BDI,Gross_ODA_Germany (in US$),Burundi,2018,33344935.999999996
6743,CPV,Gross_ODA_Germany (in US$),Cabo Verde,2018,82378.0
6744,CMR,Gross_ODA_Germany (in US$),Cameroon,2018,113533595.0
6745,CAF,Gross_ODA_Germany (in US$),Central African Republic,2018,49454170.0
6746,TCD,Gross_ODA_Germany (in US$),Chad,2018,39261075.0
6747,COM,Gross_ODA_Germany (in US$),Comoros,2018,14023.0
6748,COG,Gross_ODA_Germany (in US$),Congo,2018,614352.0
6749,CRI,Gross_ODA_Germany (in US$),Costa Rica,2018,11656214.0
6750,CUB,Gross_ODA_Germany (in US$),Cuba,2018,3580398.0
6751,CIV,Gross_ODA_Germany (in US$),Côte d'Ivoire,2018,15614664.0
6752,COD,Gross_ODA_Germany (in US$),Democratic Republic of the Congo,2018,142658461.0
6753,DJI,Gross_ODA_Germany (in US$),Djibouti,2018,357310.0
6754,DMA,Gross_ODA_Germany (in US$),Dominica,2018,43381.0
6755,DOM,Gross_ODA_Germany (in US$),Dominican Republic,2018,7185821.0
6756,SLV,Gross_ODA_Germany (in US$),El Salvador,2018,14170054.0
6757,GNQ,Gross_ODA_Germany (in US$),Equatorial Guinea,2018,20939.0
6758,ERI,Gross_ODA_Germany (in US$),Eritrea,2018,4351720.0
6759,SWZ,Gross_ODA_Germany (in US$),Eswatini,2018,495788.0
6760,ETH,Gross_ODA_Germany (in US$),Ethiopia,2018,175113011.0
6761,GAB,Gross_ODA_Germany (in US$),Gabon,2018,684666.0
6762,GMB,Gross_ODA_Germany (in US$),Gambia,2018,3012252.0
6763,GHA,Gross_ODA_Germany (in US$),Ghana,2018,73718265.0
6764,GRD,Gross_ODA_Germany (in US$),Grenada,2018,891055.0
6765,GTM,Gross_ODA_Germany (in US$),Guatemala,2018,32833565.0
6766,GIN,Gross_ODA_Germany (in US$),Guinea,2018,18557762.0
6767,GNB,Gross_ODA_Germany (in US$),Guinea-Bissau,2018,269022.0
6768,HTI,Gross_ODA_Germany (in US$),Haiti,2018,16666122.000000002
6769,HND,Gross_ODA_Germany (in US$),Honduras,2018,17777404.0
6770,JAM,Gross_ODA_Germany (in US$),Jamaica,2018,499008.0
6771,KEN,Gross_ODA_Germany (in US$),Kenya,2018,96949592.0
6772,LSO,Gross_ODA_Germany (in US$),Lesotho,2018,1144602.0
6773,LBR,Gross_ODA_Germany (in US$),Liberia,2018,33280096.999999996
6774,MDG,Gross_ODA_Germany (in US$),Madagascar,2018,52000426.0
6775,MWI,Gross_ODA_Germany (in US$),Malawi,2018,56951398.0
6776,MLI,Gross_ODA_Germany (in US$),Mali,2018,126270685.0
6777,MRT,Gross_ODA_Germany (in US$),Mauritania,2018,26557937.0
6778,MUS,Gross_ODA_Germany (in US$),Mauritius,2018,1260446.0
6779,MEX,Gross_ODA_Germany (in US$),Mexico,2018,274307641.0
6780,MSR,Gross_ODA_Germany (in US$),Montserrat,2018,0.0
6781,MOZ,Gross_ODA_Germany (in US$),Mozambique,2018,72779545.0
6782,NAM,Gross_ODA_Germany (in US$),Namibia,2018,65401010.0
6783,NIC,Gross_ODA_Germany (in US$),Nicaragua,2018,13119202.0
6784,NER,Gross_ODA_Germany (in US$),Niger,2018,103141774.0
6785,NGA,Gross_ODA_Germany (in US$),Nigeria,2018,240095853.0
6786,PAN,Gross_ODA_Germany (in US$),Panama,2018,868728.0
6787,RWA,Gross_ODA_Germany (in US$),Rwanda,2018,45578324.0
6788,SHN,Gross_ODA_Germany (in US$),Saint Helena,2018,7147.0
6789,LCA,Gross_ODA_Germany (in US$),Saint Lucia,2018,19439.0
6790,VCT,Gross_ODA_Germany (in US$),Saint Vincent and the Grenadines,2018,2700.0
6791,STP,Gross_ODA_Germany (in US$),Sao Tome and Principe,2018,0.0
6792,SEN,Gross_ODA_Germany (in US$),Senegal,2018,47301681.0
6793,SLE,Gross_ODA_Germany (in US$),Sierra Leone,2018,25540773.0
6794,SOM,Gross_ODA_Germany (in US$),Somalia,2018,190389053.0
6795,ZAF,Gross_ODA_Germany (in US$),South Africa,2018,141704069.0
6796,SSD,Gross_ODA_Germany (in US$),South Sudan,2018,137023274.0
6797,SDN,Gross_ODA_Germany (in US$),Sudan,2018,60771507.0
6798,TZA,Gross_ODA_Germany (in US$),Tanzania,2018,39979426.0
6799,TGO,Gross_ODA_Germany (in US$),Togo,2018,30428147.0
6800,UGA,Gross_ODA_Germany (in US$),Uganda,2018,52627826.0
6801,ZMB,Gross_ODA_Germany (in US$),Zambia,2018,39614267.0
6802,ZWE,Gross_ODA_Germany (in US$),Zimbabwe,2018,45306040.0
6803,AFG,Gross_ODA_Germany (in US$),Afghanistan,2018,438053498.0
6804,DZA,Gross_ODA_Germany (in US$),Algeria,2018,11836088.0
6805,ARG,Gross_ODA_Germany (in US$),Argentina,2018,26771444.0
6806,ARM,Gross_ODA_Germany (in US$),Armenia,2018,100084878.0
6807,AZE,Gross_ODA_Germany (in US$),Azerbaijan,2018,48610563.0
6808,BGD,Gross_ODA_Germany (in US$),Bangladesh,2018,118816304.0
6809,BTN,Gross_ODA_Germany (in US$),Bhutan,2018,690191.0
6810,BOL,Gross_ODA_Germany (in US$),Bolivia,2018,49171366.0
6811,BRA,Gross_ODA_Germany (in US$),Brazil,2018,228939750.0
6812,KHM,Gross_ODA_Germany (in US$),Cambodia,2018,53660029.0
6813,CHN,Gross_ODA_Germany (in US$),China (People's Republic of),2018,806287580.0
6814,COL,Gross_ODA_Germany (in US$),Colombia,2018,558037051.0
6815,CK,Gross_ODA_Germany (in US$),Cook Islands,2018,12458.0
6816,PRK,Gross_ODA_Germany (in US$),Democratic People's Republic of Korea,2018,3198350.0
6817,ECU,Gross_ODA_Germany (in US$),Ecuador,2018,50406429.0
6818,EGY,Gross_ODA_Germany (in US$),Egypt,2018,504430084.0
6819,FJI,Gross_ODA_Germany (in US$),Fiji,2018,2683343.0
6820,GEO,Gross_ODA_Germany (in US$),Georgia,2018,110409490.0
6821,GUY,Gross_ODA_Germany (in US$),Guyana,2018,49267.0
6822,IND,Gross_ODA_Germany (in US$),India,2018,876494653.0
6823,IDN,Gross_ODA_Germany (in US$),Indonesia,2018,1203904178.0
6824,IRN,Gross_ODA_Germany (in US$),Iran,2018,83539624.0
6825,IRQ,Gross_ODA_Germany (in US$),Iraq,2018,502490499.0
6826,JOR,Gross_ODA_Germany (in US$),Jordan,2018,367070511.0
6827,KAZ,Gross_ODA_Germany (in US$),Kazakhstan,2018,17869978.0
6828,KIR,Gross_ODA_Germany (in US$),Kiribati,2018,294393.0
6829,KGZ,Gross_ODA_Germany (in US$),Kyrgyzstan,2018,36679993.0
6830,LAO,Gross_ODA_Germany (in US$),Lao People's Democratic Republic,2018,33352984.999999996
6831,LBN,Gross_ODA_Germany (in US$),Lebanon,2018,243872034.0
6832,LBY,Gross_ODA_Germany (in US$),Libya,2018,54358149.0
6833,MYS,Gross_ODA_Germany (in US$),Malaysia,2018,15186530.0
6834,MDV,Gross_ODA_Germany (in US$),Maldives,2018,44505.0
6835,MHL,Gross_ODA_Germany (in US$),Marshall Islands,2018,1323816.0
6836,FSM,Gross_ODA_Germany (in US$),Micronesia,2018,16397.0
6837,MNG,Gross_ODA_Germany (in US$),Mongolia,2018,33379772.000000004
6838,MAR,Gross_ODA_Germany (in US$),Morocco,2018,265260472.0
6839,MMR,Gross_ODA_Germany (in US$),Myanmar,2018,59741014.0
6840,NRU,Gross_ODA_Germany (in US$),Nauru,2018,0.0
6841,NPL,Gross_ODA_Germany (in US$),Nepal,2018,51639891.0
6842,NIU,Gross_ODA_Germany (in US$),Niue,2018,0.0
6843,PAK,Gross_ODA_Germany (in US$),Pakistan,2018,132579439.00000001
6844,PLW,Gross_ODA_Germany (in US$),Palau,2018,4529.0
6845,PNG,Gross_ODA_Germany (in US$),Papua New Guinea,2018,2824371.0
6846,PRY,Gross_ODA_Germany (in US$),Paraguay,2018,6335210.0
6847,PER,Gross_ODA_Germany (in US$),Peru,2018,107150553.0
6848,PHL,Gross_ODA_Germany (in US$),Philippines,2018,40184623.0
6849,WSM,Gross_ODA_Germany (in US$),Samoa,2018,0.0
6850,SLB,Gross_ODA_Germany (in US$),Solomon Islands,2018,360814.0
6851,LKA,Gross_ODA_Germany (in US$),Sri Lanka,2018,18013811.0
6852,SUR,Gross_ODA_Germany (in US$),Suriname,2018,52713.0
6853,SYR,Gross_ODA_Germany (in US$),Syrian Arab Republic,2018,768769792.0
6854,TJK,Gross_ODA_Germany (in US$),Tajikistan,2018,33020007.999999996
6855,THA,Gross_ODA_Germany (in US$),Thailand,2018,18591309.0
6856,TLS,Gross_ODA_Germany (in US$),Timor-Leste,2018,6425568.0
6857,TKL,Gross_ODA_Germany (in US$),Tokelau,2018,10057.0
6858,TON,Gross_ODA_Germany (in US$),Tonga,2018,43200.0
6859,TUN,Gross_ODA_Germany (in US$),Tunisia,2018,268957730.0
6860,TKM,Gross_ODA_Germany (in US$),Turkmenistan,2018,1596462.0
6861,TUV,Gross_ODA_Germany (in US$),Tuvalu,2018,0.0
6862,UZB,Gross_ODA_Germany (in US$),Uzbekistan,2018,21480131.0
6863,VUT,Gross_ODA_Germany (in US$),Vanuatu,2018,0.0
6864,VEN,Gross_ODA_Germany (in US$),Venezuela,2018,8829700.0
6865,VNM,Gross_ODA_Germany (in US$),Viet Nam,2018,220267265.0
6866,WLF,Gross_ODA_Germany (in US$),Wallis and Futuna,2018,0.0
6867,PSE,Gross_ODA_Germany (in US$),West Bank and Gaza Strip,2018,212474735.0
6868,YEM,Gross_ODA_Germany (in US$),Yemen,2018,233277357.0
6869,ALB,Gross_ODA_Germany (in US$),Albania,2018,85942364.0
6870,BLR,Gross_ODA_Germany (in US$),Belarus,2018,14917612.0
6871,BIH,Gross_ODA_Germany (in US$),Bosnia and Herzegovina,2018,38270527.0
6872,XKX,Gross_ODA_Germany (in US$),Kosovo,2018,36221489.0
6873,MDA,Gross_ODA_Germany (in US$),Moldova,2018,13014112.0
6874,MNE,Gross_ODA_Germany (in US$),Montenegro,2018,19844768.0
6875,MKD,Gross_ODA_Germany (in US$),North Macedonia,2018,9174109.0
6876,SRB,Gross_ODA_Germany (in US$),Serbia,2018,192982827.0
6877,TUR,Gross_ODA_Germany (in US$),Türkiye,2018,439786014.0
6878,UKR,Gross_ODA_Germany (in US$),Ukraine,2018,234511526.0
6879,AFG,BTI_Governance_Index,Afghanistan,2018,4.023279320987655
6880,ALB,BTI_Governance_Index,Albania,2018,6.02422839506173
6881,DZA,BTI_Governance_Index,Algeria,2018,4.554583333333333
6882,AGO,BTI_Governance_Index,Angola,2018,3.5960648148148153
6883,ARG,BTI_Governance_Index,Argentina,2018,5.995555555555557
6884,ARM,BTI_Governance_Index,Armenia,2018,4.248240740740741
6885,AZE,BTI_Governance_Index,Azerbaijan,2018,3.8646527777777777
6886,BGD,BTI_Governance_Index,Bangladesh,2018,4.2720370370370375
6887,BLR,BTI_Governance_Index,Belarus,2018,3.52125
6888,BEN,BTI_Governance_Index,Benin,2018,5.859693287037037
6889,BTN,BTI_Governance_Index,Bhutan,2018,6.496450617283951
6890,BOL,BTI_Governance_Index,Bolivia,2018,5.658680555555556
6891,BIH,BTI_Governance_Index,Bosnia and Herzegovina,2018,4.085972222222222
6892,BWA,BTI_Governance_Index,Botswana,2018,7.090036651234568
6893,BRA,BTI_Governance_Index,Brazil,2018,5.94611111111111
6894,BFA,BTI_Governance_Index,Burkina Faso,2018,5.197986111111111
6895,BDI,BTI_Governance_Index,Burundi,2018,3.2901234567901234
6896,KHM,BTI_Governance_Index,Cambodia,2018,3.234375
6897,CMR,BTI_Governance_Index,Cameroon,2018,3.4567901234567904
6898,CAF,BTI_Governance_Index,Central African Republic,2018,4.09758487654321
6899,TCD,BTI_Governance_Index,Chad,2018,2.8366435185185184
6900,COL,BTI_Governance_Index,Colombia,2018,6.140493827160493
6901,CRI,BTI_Governance_Index,Costa Rica,2018,6.853964120370371
6902,CIV,BTI_Governance_Index,Côte d'Ivoire,2018,5.542314814814815
6903,CUB,BTI_Governance_Index,Cuba,2018,3.9269907407407407
6905,DOM,BTI_Governance_Index,Dominican Republic,2018,5.570023148148148
6906,ECU,BTI_Governance_Index,Ecuador,2018,4.987152777777778
6907,EGY,BTI_Governance_Index,Egypt,2018,3.9632638888888887
6908,SLV,BTI_Governance_Index,El Salvador,2018,6.566381172839506
6910,ERI,BTI_Governance_Index,Eritrea,2018,1.125077160493827
6912,ETH,BTI_Governance_Index,Ethiopia,2018,3.653981481481481
6915,GEO,BTI_Governance_Index,Georgia,2018,5.8741666666666665
6916,GHA,BTI_Governance_Index,Ghana,2018,6.182725694444445
6917,GTM,BTI_Governance_Index,Guatemala,2018,4.521458333333333
6918,GIN,BTI_Governance_Index,Guinea,2018,5.823981481481481
6920,HTI,BTI_Governance_Index,Haiti,2018,3.3916358024691355
6921,HND,BTI_Governance_Index,Honduras,2018,4.978209876543209
6922,IND,BTI_Governance_Index,India,2018,6.021604938271604
6923,IDN,BTI_Governance_Index,Indonesia,2018,5.451574074074075
6924,IRN,BTI_Governance_Index,Iran,2018,2.847407407407408
6925,IRQ,BTI_Governance_Index,Iraq,2018,4.431172839506172
6926,JAM,BTI_Governance_Index,Jamaica,2018,5.860956790123457
6927,JOR,BTI_Governance_Index,Jordan,2018,4.839691358024691
6928,KAZ,BTI_Governance_Index,Kazakhstan,2018,4.410262345679013
6929,KEN,BTI_Governance_Index,Kenya,2018,4.922260802469137
6930,XKX,BTI_Governance_Index,Kosovo,2018,5.172430555555556
6931,KGZ,BTI_Governance_Index,Kyrgyzstan,2018,4.727808641975308
6932,LBN,BTI_Governance_Index,Lebanon,2018,3.5982561728395064
6933,LSO,BTI_Governance_Index,Lesotho,2018,3.588487654320988
6934,LBR,BTI_Governance_Index,Liberia,2018,5.8449074074074066
6935,LBY,BTI_Governance_Index,Libya,2018,2.291388888888889
6936,MDG,BTI_Governance_Index,Madagascar,2018,5.123148148148148
6937,MWI,BTI_Governance_Index,Malawi,2018,5.607453703703705
6938,MYS,BTI_Governance_Index,Malaysia,2018,5.2
6939,MLI,BTI_Governance_Index,Mali,2018,5.166766975308642
6940,MRT,BTI_Governance_Index,Mauritania,2018,4.060493827160494
6941,MUS,BTI_Governance_Index,Mauritius,2018,6.642997685185184
6942,MEX,BTI_Governance_Index,Mexico,2018,5.1676774691358025
6943,MDA,BTI_Governance_Index,Moldova,2018,5.145717592592593
6944,MNG,BTI_Governance_Index,Mongolia,2018,5.9640914351851855
6945,MNE,BTI_Governance_Index,Montenegro,2018,6.488271604938273
6946,MAR,BTI_Governance_Index,Morocco,2018,4.277530864197531
6947,MOZ,BTI_Governance_Index,Mozambique,2018,4.2508641975308645
6948,MMR,BTI_Governance_Index,Myanmar,2018,3.972592592592593
6949,NAM,BTI_Governance_Index,Namibia,2018,5.485910493827159
6950,NPL,BTI_Governance_Index,Nepal,2018,3.738063271604938
6951,NIC,BTI_Governance_Index,Nicaragua,2018,4.21912037037037
6952,NER,BTI_Governance_Index,Niger,2018,5.868441358024691
6953,NGA,BTI_Governance_Index,Nigeria,2018,4.591689814814815
6954,MKD,BTI_Governance_Index,North Macedonia,2018,5.244814814814814
6955,PAK,BTI_Governance_Index,Pakistan,2018,3.5115740740740735
6956,PAN,BTI_Governance_Index,Panama,2018,5.715335648148148
6957,PNG,BTI_Governance_Index,Papua New Guinea,2018,4.781558641975309
6958,PRY,BTI_Governance_Index,Paraguay,2018,6.042191358024691
6959,PER,BTI_Governance_Index,Peru,2018,5.809675925925925
6960,PHL,BTI_Governance_Index,Philippines,2018,4.899753086419752
6961,RWA,BTI_Governance_Index,Rwanda,2018,5.202870370370371
6962,SEN,BTI_Governance_Index,Senegal,2018,6.699992283950617
6963,SRB,BTI_Governance_Index,Serbia,2018,6.063464506172839
6964,SLE,BTI_Governance_Index,Sierra Leone,2018,4.928665123456791
6965,SOM,BTI_Governance_Index,Somalia,2018,2.2537345679012346
6966,ZAF,BTI_Governance_Index,South Africa,2018,5.960833333333333
6967,SSD,BTI_Governance_Index,South Sudan,2018,2.301041666666667
6968,LKA,BTI_Governance_Index,Sri Lanka,2018,5.597361111111111
6969,SDN,BTI_Governance_Index,Sudan,2018,1.9693209876543207
6970,TJK,BTI_Governance_Index,Tajikistan,2018,3.307947530864197
6971,TZA,BTI_Governance_Index,Tanzania,2018,5.0720833333333335
6972,THA,BTI_Governance_Index,Thailand,2018,3.8869984567901237
6974,TGO,BTI_Governance_Index,Togo,2018,5.0996296296296295
6975,TUN,BTI_Governance_Index,Tunisia,2018,5.326828703703704
6976,TKM,BTI_Governance_Index,Turkmenistan,2018,2.5083333333333333
6977,UGA,BTI_Governance_Index,Uganda,2018,5.307469135802469
6978,UKR,BTI_Governance_Index,Ukraine,2018,5.410447530864197
6979,UZB,BTI_Governance_Index,Uzbekistan,2018,2.5545601851851854
6980,VEN,BTI_Governance_Index,Venezuela,2018,1.8607156635802469
6981,YEM,BTI_Governance_Index,Yemen,2018,1.70462962962963
6982,ZMB,BTI_Governance_Index,Zambia,2018,5.058603395061727
6983,ZWE,BTI_Governance_Index,Zimbabwe,2018,2.3682253086419753
6984,AFG,BTI_Environment_Policy_Index,Afghanistan,2018,3.0
6985,ALB,BTI_Environment_Policy_Index,Albania,2018,5.0
6986,DZA,BTI_Environment_Policy_Index,Algeria,2018,5.0
6987,AGO,BTI_Environment_Policy_Index,Angola,2018,3.0
6988,ARG,BTI_Environment_Policy_Index,Argentina,2018,6.0
6989,ARM,BTI_Environment_Policy_Index,Armenia,2018,5.0
6990,AZE,BTI_Environment_Policy_Index,Azerbaijan,2018,5.0
6991,BGD,BTI_Environment_Policy_Index,Bangladesh,2018,5.0
6992,BLR,BTI_Environment_Policy_Index,Belarus,2018,6.0
6993,BEN,BTI_Environment_Policy_Index,Benin,2018,5.0
6994,BTN,BTI_Environment_Policy_Index,Bhutan,2018,8.0
6995,BOL,BTI_Environment_Policy_Index,Bolivia,2018,5.0
6996,BIH,BTI_Environment_Policy_Index,Bosnia and Herzegovina,2018,5.0
6997,BWA,BTI_Environment_Policy_Index,Botswana,2018,7.0
6998,BRA,BTI_Environment_Policy_Index,Brazil,2018,6.0
6999,BFA,BTI_Environment_Policy_Index,Burkina Faso,2018,4.0
7000,BDI,BTI_Environment_Policy_Index,Burundi,2018,4.0
7001,KHM,BTI_Environment_Policy_Index,Cambodia,2018,2.0
7002,CMR,BTI_Environment_Policy_Index,Cameroon,2018,4.0
7003,CAF,BTI_Environment_Policy_Index,Central African Republic,2018,2.0
7004,TCD,BTI_Environment_Policy_Index,Chad,2018,3.0
7005,COL,BTI_Environment_Policy_Index,Colombia,2018,5.0
7006,CRI,BTI_Environment_Policy_Index,Costa Rica,2018,8.0
7007,CIV,BTI_Environment_Policy_Index,Côte d'Ivoire,2018,3.0
7008,CUB,BTI_Environment_Policy_Index,Cuba,2018,5.0
7010,DOM,BTI_Environment_Policy_Index,Dominican Republic,2018,4.0
7011,ECU,BTI_Environment_Policy_Index,Ecuador,2018,5.0
7012,EGY,BTI_Environment_Policy_Index,Egypt,2018,4.0
7013,SLV,BTI_Environment_Policy_Index,El Salvador,2018,5.0
7015,ERI,BTI_Environment_Policy_Index,Eritrea,2018,2.0
7017,ETH,BTI_Environment_Policy_Index,Ethiopia,2018,2.0
7020,GEO,BTI_Environment_Policy_Index,Georgia,2018,5.0
7021,GHA,BTI_Environment_Policy_Index,Ghana,2018,5.0
7022,GTM,BTI_Environment_Policy_Index,Guatemala,2018,3.0
7023,GIN,BTI_Environment_Policy_Index,Guinea,2018,5.0
7025,HTI,BTI_Environment_Policy_Index,Haiti,2018,2.0
7026,HND,BTI_Environment_Policy_Index,Honduras,2018,4.0
7027,IND,BTI_Environment_Policy_Index,India,2018,5.0
7028,IDN,BTI_Environment_Policy_Index,Indonesia,2018,3.0
7029,IRN,BTI_Environment_Policy_Index,Iran,2018,3.0
7030,IRQ,BTI_Environment_Policy_Index,Iraq,2018,2.0
7031,JAM,BTI_Environment_Policy_Index,Jamaica,2018,5.0
7032,JOR,BTI_Environment_Policy_Index,Jordan,2018,5.0
7033,KAZ,BTI_Environment_Policy_Index,Kazakhstan,2018,4.0
7034,KEN,BTI_Environment_Policy_Index,Kenya,2018,4.0
7035,XKX,BTI_Environment_Policy_Index,Kosovo,2018,4.0
7036,KGZ,BTI_Environment_Policy_Index,Kyrgyzstan,2018,3.0
7037,LBN,BTI_Environment_Policy_Index,Lebanon,2018,2.0
7038,LSO,BTI_Environment_Policy_Index,Lesotho,2018,4.0
7039,LBR,BTI_Environment_Policy_Index,Liberia,2018,5.0
7040,LBY,BTI_Environment_Policy_Index,Libya,2018,3.0
7041,MDG,BTI_Environment_Policy_Index,Madagascar,2018,5.0
7042,MWI,BTI_Environment_Policy_Index,Malawi,2018,3.0
7043,MYS,BTI_Environment_Policy_Index,Malaysia,2018,5.0
7044,MLI,BTI_Environment_Policy_Index,Mali,2018,3.0
7045,MRT,BTI_Environment_Policy_Index,Mauritania,2018,4.0
7046,MUS,BTI_Environment_Policy_Index,Mauritius,2018,7.0
7047,MEX,BTI_Environment_Policy_Index,Mexico,2018,5.0
7048,MDA,BTI_Environment_Policy_Index,Moldova,2018,5.0
7049,MNG,BTI_Environment_Policy_Index,Mongolia,2018,5.0
7050,MNE,BTI_Environment_Policy_Index,Montenegro,2018,6.0
7051,MAR,BTI_Environment_Policy_Index,Morocco,2018,6.0
7052,MOZ,BTI_Environment_Policy_Index,Mozambique,2018,4.0
7053,MMR,BTI_Environment_Policy_Index,Myanmar,2018,3.0
7054,NAM,BTI_Environment_Policy_Index,Namibia,2018,6.0
7055,NPL,BTI_Environment_Policy_Index,Nepal,2018,4.0
7056,NIC,BTI_Environment_Policy_Index,Nicaragua,2018,4.0
7057,NER,BTI_Environment_Policy_Index,Niger,2018,3.0
7058,NGA,BTI_Environment_Policy_Index,Nigeria,2018,3.0
7059,MKD,BTI_Environment_Policy_Index,North Macedonia,2018,5.0
7060,PAK,BTI_Environment_Policy_Index,Pakistan,2018,3.0
7061,PAN,BTI_Environment_Policy_Index,Panama,2018,6.0
7062,PNG,BTI_Environment_Policy_Index,Papua New Guinea,2018,4.0
7063,PRY,BTI_Environment_Policy_Index,Paraguay,2018,4.0
7064,PER,BTI_Environment_Policy_Index,Peru,2018,6.0
7065,PHL,BTI_Environment_Policy_Index,Philippines,2018,7.0
7066,RWA,BTI_Environment_Policy_Index,Rwanda,2018,6.0
7067,SEN,BTI_Environment_Policy_Index,Senegal,2018,5.0
7068,SRB,BTI_Environment_Policy_Index,Serbia,2018,7.0
7069,SLE,BTI_Environment_Policy_Index,Sierra Leone,2018,4.0
7070,SOM,BTI_Environment_Policy_Index,Somalia,2018,1.0
7071,ZAF,BTI_Environment_Policy_Index,South Africa,2018,7.0
7072,SSD,BTI_Environment_Policy_Index,South Sudan,2018,1.0
7073,LKA,BTI_Environment_Policy_Index,Sri Lanka,2018,4.0
7074,SDN,BTI_Environment_Policy_Index,Sudan,2018,2.0
7075,TJK,BTI_Environment_Policy_Index,Tajikistan,2018,3.0
7076,TZA,BTI_Environment_Policy_Index,Tanzania,2018,3.0
7077,THA,BTI_Environment_Policy_Index,Thailand,2018,6.0
7079,TGO,BTI_Environment_Policy_Index,Togo,2018,4.0
7080,TUN,BTI_Environment_Policy_Index,Tunisia,2018,6.0
7081,TKM,BTI_Environment_Policy_Index,Turkmenistan,2018,3.0
7082,UGA,BTI_Environment_Policy_Index,Uganda,2018,5.0
7083,UKR,BTI_Environment_Policy_Index,Ukraine,2018,5.0
7084,UZB,BTI_Environment_Policy_Index,Uzbekistan,2018,5.0
7085,VEN,BTI_Environment_Policy_Index,Venezuela,2018,3.0
7086,YEM,BTI_Environment_Policy_Index,Yemen,2018,2.0
7087,ZMB,BTI_Environment_Policy_Index,Zambia,2018,3.0
7088,ZWE,BTI_Environment_Policy_Index,Zimbabwe,2018,3.0
7089,AFG,Gross ODA BMZ (in US$),Afghanistan,2018,238271441.0
7090,ALB,Gross ODA BMZ (in US$),Albania,2018,51707244.0
7091,DZA,Gross ODA BMZ (in US$),Algeria,2018,6507830.999999999
7092,AGO,Gross ODA BMZ (in US$),Angola,2018,3667141.0
7093,ARG,Gross ODA BMZ (in US$),Argentina,2018,4508225.0
7094,ARM,Gross ODA BMZ (in US$),Armenia,2018,3239827.9999999995
7095,AZE,Gross ODA BMZ (in US$),Azerbaijan,2018,6699652.999999999
7096,BGD,Gross ODA BMZ (in US$),Bangladesh,2018,61454720.0
7097,BLR,Gross ODA BMZ (in US$),Belarus,2018,1594906.0
7099,BEN,Gross ODA BMZ (in US$),Benin,2018,40530669.00000001
7100,BTN,Gross ODA BMZ (in US$),Bhutan,2018,477989.0
7101,BOL,Gross ODA BMZ (in US$),Bolivia,2018,42565813.0
